facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,IN,47150.0,FLOYD,(812) 944-7701,,,,,,,,,,,,,,,,,4,,,,,
150045,PARKVIEW DEKALB HOSPITAL,1316 E SEVENTH ST,AUBURN,IN,46706.0,DE KALB,(260) 925-4600,,,,,,,,,,,,,,,,,4,,,,,
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802.0,VIGO,(812) 232-0021,,,,,,,,,,,,,,,,,4,,,,,
150047,"ST JOSEPH HEALTH SYSTEM, LLC",702 VAN BUREN STREET,FORT WAYNE,IN,46802.0,ALLEN,(260) 425-3000,,,,,,,,,,,,,,,,,4,,,,,
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,2651 EAST DISCOVERY PARKWAY,BLOOMINGTON,IN,47408.0,MONROE,(812) 353-5252,,,,,,,,,,,,,,,,,4,,,,,
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202.0,MARION,(317) 962-2000,,,,,,,,,,,,,,,,,4,,,,,
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,46158.0,MORGAN,(317) 831-1160,,,,,,,,,,,,,,,,,4,,,,,
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601.0,ST. JOSEPH,(574) 647-1000,,,,,,,,,,,,,,,,,4,,,,,
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060.0,HAMILTON,(317) 773-0760,,,,,,,,,,,,,,,,,4,,,,,
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501.0,DAVIESS,(812) 254-2760,97.0,3.0,0.0,99.0,90.0,8.0,2.0,94.0,79.0,18.0,3.0,92.0,70.0,28.0,2.0,89.0,,1110.0,335.0,30.0,07/01/2023,06/30/2024
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274.0,JACKSON,(812) 522-2349,,,,,,,,,,,,,,,,,4,,,,,
150069,NORTON-KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250.0,JEFFERSON,(812) 801-0105,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,82.0,14.0,4.0,93.0,74.0,23.0,3.0,90.0,,1453.0,360.0,25.0,07/01/2023,06/30/2024
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947.0,CASS,(574) 753-7541,,,,,,,,,,,,,,,,,4,,,,,
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219.0,MARION,(317) 355-5411,,,,,,,,,,,,,,,,,4,,,,,
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,46714.0,WELLS,(260) 824-3210,,,,,,,,,,,,,,,,,4,,,,,
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563.0,MARSHALL,(574) 948-4000,,,,,,,,,,,,,,,,,4,,,,,
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47710.0,VANDERBURGH,(812) 450-5000,,,,,,,,,,,,,,,,,4,,,,,
150084,ASCENSION ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,46260.0,MARION,(317) 338-7000,,,,,,,,,,,,,,,,,4,,,,,
150086,ST ELIZABETH DEARBORN HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025.0,DEARBORN,(812) 497-7665,,,,,,,,,,,,,,,,,4,,,,,
150088,ASCENSION ST VINCENT ANDERSON,2015 JACKSON ST,ANDERSON,IN,46016.0,MADISON,(765) 646-8238,,,,,,,,,,,,,,,,,4,,,,,
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303.0,DELAWARE,(765) 747-3111,,,,,,,,,,,,,,,,,4,,,,,
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311.0,LAKE,(219) 865-2141,,,,,,,,,,,,,,,,,4,,,,,
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,46750.0,HUNTINGTON,(260) 355-3000,,,,,,,,,,,,,,,,,4,,,,,
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176.0,SHELBY,(317) 392-3211,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,95.0,84.0,14.0,2.0,94.0,,1571.0,340.0,22.0,07/01/2023,06/30/2024
150100,ASCENSION ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750.0,VANDERBURGH,(812) 485-4000,,,,,,,,,,,,,,,,,4,,,,,
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725.0,WHITLEY,(260) 248-9301,,,,,,,,,,,,,,,,,4,,,,,
150102,NORTHWEST HEALTH - STARKE,102 E CULVER RD,KNOX,IN,46534.0,STARKE,(574) 772-1102,,,,,,,,,,,,,,,,,4,,,,,
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052.0,BOONE,(765) 485-8000,,,,,,,,,,,,,,,,,4,,,,,
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905.0,TIPPECANOE,(765) 502-4334,,,,,,,,,,,,,,,,,4,,,,,
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,47201.0,BARTHOLOMEW,(812) 379-4441,,,,,,,,,,,,,,,,,4,,,,,
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011.0,MADISON,(765) 298-4242,,,,,,,,,,,,,,,,,4,,,,,
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546.0,DUBOIS,(812) 996-2345,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,90.0,9.0,1.0,95.0,83.0,16.0,1.0,94.0,,1097.0,291.0,29.0,07/01/2023,06/30/2024
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321.0,LAKE,(219) 836-1600,,,,,,,,,,,,,,,,,4,,,,,
150126,FRANCISCAN HEALTH CROWN POINT,12750 SAINT FRANCIS DRIVE,CROWN POINT,IN,46307.0,LAKE,(219) 757-6100,,,,,,,,,,,,,,,,,4,,,,,
150128,"COMMUNITY HOSPITAL SOUTH, INC.",1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227.0,MARION,(317) 887-7000,,,,,,,,,,,,,,,,,4,,,,,
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,46580.0,KOSCIUSKO,(574) 267-3200,,,,,,,,,,,,,,,,,4,,,,,
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755.0,NOBLE,(260) 347-8700,,,,,,,,,,,,,,,,,4,,,,,
150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630.0,WARRICK,(812) 842-4200,,,,,,,,,,,,,,,,,4,,,,,
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,46825.0,ALLEN,(260) 416-3000,,,,,,,,,,,,,,,,,4,,,,,
150153,ST VINCENT HEART CENTER,10580 N MERIDIAN ST,CARMEL,IN,46290.0,HAMILTON,(317) 583-5000,,,,,,,,,,,,,,,,,4,,,,,
150157,ASCENSION ST VINCENT CARMEL,13500 N MERIDIAN ST,CARMEL,IN,46032.0,HAMILTON,(317) 582-7901,,,,,,,,,,,,,,,,,4,,,,,
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123.0,HENDRICKS,(317) 217-3000,,,,,,,,,,,,,,,,,4,,,,,
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278.0,MARION,(317) 956-1000,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,93.0,6.0,1.0,97.0,93.0,6.0,1.0,97.0,,1890.0,664.0,35.0,07/01/2023,06/30/2024
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032.0,HAMILTON,(317) 688-2000,,,,,,,,,,,,,,,,,4,,,,,
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237.0,MARION,(317) 528-5000,,,,,,,,,,,,,,,,,4,,,,,
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321.0,LAKE,(219) 922-4200,,,,,,,,,,,,,,,,,4,,,,,
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307.0,LAKE,(219) 756-2100,98.0,1.0,1.0,98.0,90.0,8.0,2.0,94.0,86.0,12.0,2.0,95.0,81.0,18.0,1.0,93.0,2,888.0,230.0,26.0,07/01/2023,06/30/2024
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845.0,ALLEN,(260) 672-4050,,,,,,,,,,,,,,,,,4,,,,,
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804.0,ALLEN,(260) 435-2999,,,,,,,,,,,,,,,,,4,,,,,
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256.0,MARION,(317) 621-5335,,,,,,,,,,,,,,,,,4,,,,,
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,IN,47150.0,FLOYD,(812) 206-7660,,,,,,,,,,,,,,,,,4,,,,,
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,47905.0,TIPPECANOE,(765) 448-8000,,,,,,,,,,,,,,,,,4,,,,,
150177,UNITY PHYSICIANS HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545.0,ST. JOSEPH,(574) 231-6800,,,,,,,,,,,,,,,,,4,,,,,
150181,ASCENSION ST VINCENT FISHERS,13861 OLIO ROAD,FISHERS,IN,46037.0,HAMILTON,(317) 415-9000,,,,,,,,,,,,,,,,,4,,,,,
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403.0,MONROE,(812) 825-1111,,,,,,,,,,,,,,,,,4,,,,,
150193,FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL,10777 ILLINOIS STREET,CARMEL,IN,46032.0,HAMILTON,(574) 256-3935,,,,,,,,,,,,,,,,,4,,,,,
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,46506.0,MARSHALL,(574) 546-2211,,,,,,,,,,,,,,,,,4,,,,,
151310,"PARKVIEW WABASH HOSPITAL, INC",10 JOHN KISSINGER DRIVE,WABASH,IN,46992.0,WABASH,(260) 563-3131,,,,,,,,,,,,,,,,,4,,,,,
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST,ANGOLA,IN,46703.0,STEUBEN,(260) 665-2141,,,,,,,,,,,,,,,,,4,,,,,
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,47441.0,GREENE,(812) 847-2281,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,90.0,9.0,1.0,96.0,85.0,13.0,2.0,94.0,,1051.0,265.0,25.0,07/01/2023,06/30/2024
151318,DUKES MEMORIAL HOSPITAL,275 W 12TH ST,PERU,IN,46970.0,MIAMI,(765) 472-8000,,,,,,,,,,,,,,,,,4,,,,,
151319,GIBSON GENERAL HOSPITAL,1808 SHERMAN DR,PRINCETON,IN,47670.0,GIBSON,(812) 385-3401,,,,,,,,,,,,,,,,,4,,,,,
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761.0,LAGRANGE,(260) 463-9000,,,,,,,,,,,,,,,,,4,,,,,
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978.0,JASPER,(219) 866-5141,,,,,,,,,,,,,,,,,4,,,,,
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882.0,SULLIVAN,(812) 268-4311,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,91.0,8.0,1.0,96.0,84.0,15.0,1.0,94.0,,1803.0,477.0,27.0,07/01/2023,06/30/2024
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,46733.0,ADAMS,(260) 724-2145,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,87.0,11.0,2.0,95.0,80.0,19.0,1.0,93.0,,1933.0,629.0,33.0,07/01/2023,06/30/2024
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240.0,DECATUR,(812) 663-4331,97.0,3.0,0.0,98.0,91.0,7.0,2.0,94.0,82.0,16.0,2.0,93.0,73.0,25.0,2.0,90.0,,2172.0,535.0,25.0,07/01/2023,06/30/2024
151334,SCOTT MEMORIAL HEALTH,1451 N GARDNER ST,SCOTTSBURG,IN,47170.0,SCOTT,(812) 752-3456,,,,,,,,,,,,,,,,,4,,,,,
160001,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158.0,MARSHALL,(641) 754-5151,,,,,,,,,,,,,,,,,4,,,,,
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761.0,MUSCATINE,(563) 264-9100,,,,,,,,,,,,,,,,,4,,,,,
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501.0,WEBSTER,(515) 573-3101,,,,,,,,,,,,,,,,,4,,,,,
160028,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503.0,POTTAWATTAMIE,(712) 328-5000,,,,,,,,,,,,,,,,,4,,,,,
160029,UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN,500 E MARKET STREET,IOWA CITY,IA,52245.0,JOHNSON,(319) 339-0300,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,86.0,12.0,2.0,94.0,87.0,12.0,1.0,95.0,,1355.0,485.0,36.0,07/01/2023,06/30/2024
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010.0,STORY,(515) 239-2011,,,,,,,,,,,,,,,,,4,,,,,
160032,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208.0,JASPER,(641) 792-1273,,,,,,,,,,,,,,,,,4,,,,,
160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803.0,SCOTT,(563) 421-1000,,,,,,,,,,,,,,,,,4,,,,,
160040,"SARTORI MEMORIAL HOSPITAL, INC",515 COLLEGE STREET,CEDAR FALLS,IA,50613.0,BLACK HAWK,(319) 268-3000,,,,,,,,,,,,,,,,,4,,,,,
160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402.0,LINN,(319) 369-7211,,,,,,,,,,,,,,,,,4,,,,,
160047,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503.0,POTTAWATTAMIE,(712) 396-6000,96.0,4.0,0.0,98.0,90.0,8.0,2.0,94.0,82.0,16.0,2.0,93.0,77.0,20.0,3.0,91.0,,1185.0,338.0,31.0,07/01/2023,06/30/2024
160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655.0,DES MOINES,(319) 768-1000,,,,,,,,,,,,,,,,,4,,,,,
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242.0,JOHNSON,(319) 356-1616,98.0,2.0,0.0,99.0,92.0,7.0,1.0,96.0,88.0,10.0,2.0,95.0,89.0,10.0,1.0,96.0,,5675.0,1406.0,26.0,07/01/2023,06/30/2024
160064,MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,MASON CITY,IA,50401.0,CERRO GORDO,(641) 428-7000,,,,,,,,,,,,,,,,,4,,,,,
160067,MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702.0,BLACK HAWK,(319) 272-8000,,,,,,,,,,,,,,,,,4,,,,,
160069,MERCYONE DUBUQUE MEDICAL CENTER,250 MERCY DRIVE,DUBUQUE,IA,52001.0,DUBUQUE,(563) 589-8000,,,,,,,,,,,,,,,,,4,,,,,
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403.0,LINN,(319) 398-6011,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,87.0,10.0,3.0,94.0,86.0,12.0,2.0,94.0,,1925.0,465.0,24.0,07/01/2023,06/30/2024
160080,MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,CLINTON,IA,52732.0,CLINTON,(563) 244-5555,,,,,,,,,,,,,,,,,4,,,,,
160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,1200 PLEASANT STREET,DES MOINES,IA,50309.0,POLK,(515) 241-6212,,,,,,,,,,,,,,,,,4,,,,,
160083,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314.0,POLK,(515) 247-3121,,,,,,,,,,,,,,,,,4,,,,,
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501.0,WAPELLO,(641) 682-7511,93.0,6.0,1.0,96.0,90.0,7.0,3.0,93.0,71.0,23.0,6.0,89.0,60.0,34.0,6.0,84.0,,1304.0,293.0,23.0,07/01/2023,06/30/2024
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314.0,POLK,(515) 282-2200,98.0,2.0,0.0,99.0,91.0,7.0,2.0,95.0,83.0,15.0,2.0,94.0,85.0,14.0,1.0,95.0,,1752.0,320.0,21.0,07/01/2023,06/30/2024
160104,TRINITY - BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722.0,SCOTT,(563) 742-5000,,,,,,,,,,,,,,,,,4,,,,,
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703.0,BLACK HAWK,(319) 235-3941,,,,,,,,,,,,,,,,,4,,,,,
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301.0,CLAY,(712) 264-8300,,,,,,,,,,,,,,,,,4,,,,,
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001.0,DUBUQUE,(563) 582-1881,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,86.0,12.0,2.0,94.0,82.0,16.0,2.0,93.0,,1716.0,558.0,33.0,07/01/2023,06/30/2024
160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360.0,DICKINSON,(712) 336-1230,,,,,,,,,,,,,,,,,4,,,,,
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104.0,WOODBURY,(712) 279-3500,,,,,,,,,,,,,,,,,4,,,,,
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112.0,POWESHIEK,(641) 236-7511,,,,,,,,,,,,,,,,,4,,,,,
160153,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101.0,WOODBURY,(712) 279-2010,,,,,,,,,,,,,,,,,4,,,,,
161304,CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841.0,ADAMS,(641) 322-3121,,,,,,,,,,,,,,,,,4,,,,,
161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205.0,JONES,(319) 462-6131,,,,,,,,,,,,,,,,,4,,,,,
161309,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555.0,HARRISON,(712) 642-2784,,,,,,,,,,,,,,,,,4,,,,,
161312,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,GUTTENBERG,IA,52052.0,CLAYTON,(563) 252-1121,,,,,,,,,,,,,,,,,4,,,,,
161326,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273.0,MADISON,(515) 462-2373,,,,,,,,,,,,,,,,,4,,,,,
161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537.0,DAVIS,(641) 664-2145,97.0,3.0,0.0,99.0,94.0,6.0,0.0,97.0,86.0,13.0,1.0,95.0,86.0,13.0,1.0,95.0,,417.0,145.0,35.0,07/01/2023,06/30/2024
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136.0,HOWARD,(563) 547-2101,,,,,,,,,,,,,,,,,4,,,,,
161339,WAVERLY HEALTH CENTER,312 9TH STREET SW,WAVERLY,IA,50677.0,BREMER,(319) 352-4120,97.0,3.0,0.0,98.0,92.0,7.0,1.0,96.0,88.0,10.0,2.0,94.0,85.0,14.0,1.0,94.0,,1614.0,579.0,36.0,07/01/2023,06/30/2024
161342,MONROE COUNTY HOSPITAL,6580 165TH STREET,ALBIA,IA,52531.0,MONROE,(641) 932-2134,99.0,1.0,0.0,99.0,94.0,6.0,0.0,97.0,91.0,8.0,1.0,96.0,87.0,10.0,3.0,94.0,,471.0,176.0,37.0,07/01/2023,06/30/2024
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353.0,WASHINGTON,(319) 653-5481,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,88.0,11.0,1.0,95.0,88.0,11.0,1.0,95.0,,1085.0,436.0,40.0,07/01/2023,06/30/2024
161355,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138.0,MARION,(641) 842-2151,98.0,2.0,0.0,99.0,91.0,8.0,1.0,95.0,86.0,9.0,5.0,93.0,79.0,19.0,2.0,92.0,,623.0,237.0,39.0,07/01/2023,06/30/2024
161356,HENRY COUNTY HEALTH CENTER,407 S WHITE ST,MOUNT PLEASANT,IA,52641.0,HENRY,(319) 385-3141,97.0,2.0,1.0,98.0,94.0,5.0,1.0,97.0,89.0,9.0,2.0,95.0,84.0,15.0,1.0,94.0,,1003.0,389.0,39.0,07/01/2023,06/30/2024
161364,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556.0,JEFFERSON,(641) 472-4111,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,87.0,11.0,2.0,95.0,82.0,16.0,2.0,93.0,,1008.0,315.0,31.0,07/01/2023,06/30/2024
161366,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601.0,PAGE,(712) 246-1230,,,,,,,,,,,,,,,,,4,,,,,
161367,PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219.0,MARION,(641) 628-3150,,,,,,,,,,,,,,,,,4,,,,,
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442.0,CRAWFORD,(712) 265-2500,98.0,2.0,0.0,99.0,92.0,8.0,0.0,96.0,88.0,9.0,3.0,93.0,72.0,27.0,1.0,90.0,,502.0,180.0,36.0,07/01/2023,06/30/2024
161372,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036.0,BOONE,(515) 432-3140,99.0,1.0,0.0,99.0,95.0,5.0,0.0,98.0,93.0,6.0,1.0,96.0,81.0,18.0,1.0,93.0,,933.0,289.0,31.0,07/01/2023,06/30/2024
161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022.0,CASS,(712) 243-3250,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,88.0,10.0,2.0,94.0,83.0,17.0,0.0,94.0,,1338.0,479.0,36.0,07/01/2023,06/30/2024
161377,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544.0,APPANOOSE,(641) 437-4111,,,,,,,,,,,,,,,,,4,,,,,
161382,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,,,IA,,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,PITTSBURG,KS,66762.0,CRAWFORD,(620) 231-6100,,,,,,,,,,,,,,,,,4,,,,,
170009,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,66048.0,LEAVENWORTH,(913) 680-6000,,,,,,,,,,,,,,,,,4,,,,,
170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401.0,SALINE,(785) 452-7000,96.0,4.0,0.0,98.0,90.0,9.0,1.0,94.0,81.0,16.0,3.0,93.0,74.0,24.0,2.0,91.0,,2893.0,853.0,30.0,07/01/2023,06/30/2024
170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601.0,ELLIS,(785) 623-5000,98.0,2.0,0.0,99.0,91.0,8.0,1.0,95.0,84.0,14.0,2.0,93.0,77.0,22.0,1.0,92.0,,2547.0,769.0,32.0,07/01/2023,06/30/2024
