facility_name,facility_id,npi,citytown,state,zip_code,year,asc1_rate,asc1_footnote,asc2_rate,asc2_footnote,asc3_rate,asc3_footnote,asc4_rate,asc4_footnote,asc9_rate,asc9_footnote,asc11_rate,asc11_footnote,asc12_total_cases,asc12_performance_category,asc12_rshv_rate,asc12_interval_lower_limit,asc12_interval_upper_limit,asc12_footnote,asc13_rate,asc13_footnote,asc14_rate,asc14_footnote,asc17_total_cases,asc17_performance_category,asc17_rshv_rate,asc17_interval_lower_limit,asc17_interval_upper_limit,asc17_footnote,asc18_total_cases,asc18_performance_category,asc18_rshv_rate,asc18_interval_lower_limit,asc18_interval_upper_limit,asc18_footnote,asc19_total_cases,asc19_performance_category,asc19_rshv_rate,asc19_interval_lower_limit,asc19_interval_upper_limit,asc19_footnote,asc20_sample,asc20_rate,asc20_footnote
SUMMIT AMBULATORY SURGICAL CENTER,21C0001161,1134613979,GERMANTOWN,MD,20876.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,13.0,100.0,
SUMMIT AMBULATORY SURGICAL CENTER,21C0001611,1134613979,GERMANTOWN,MD,20876.0,2023,,5.0,,5.0,,5.0,0.08,,,5.0,,5.0,,,,,,5.0,98.02,,,5.0,,,,,,5.0,270.0,No Different Than the National Rate,5.4,3.9,7.5,,,Number of Cases Too Small,,,,1.0,,,5.0
SUMMIT AMBULATORY SURGICAL CENTER,21C0001611,1134613979,GERMANTOWN,MD,20876.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,13.0,100.0,
CASTLE HILLS SURGICARE LLC,45C0001648,1134663677,CARROLLTON,TX,75010.0,2023,0.0,,0.0,,0.0,,0.0,,98.07,,,5.0,624.0,No Different Than the National Rate,9.5,6.8,13.4,,100.0,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CASTLE HILLS SURGICARE LLC,45C0001648,1134663677,CARROLLTON,TX,75010.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,25.0,80.3,
NHPE LLC DBA NEW HYDE PARK ENDOSCOPY,33C0001172,1134665193,NEW HYDE PARK,NY,11042.0,2023,0.0,,0.0,,0.0,,0.05,,59.72,,,5.0,1577.0,No Different Than the National Rate,8.7,6.4,11.7,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,26.0,No Different than expected,0.9,0.5,1.6,,,,5.0
NHPE LLC DBA NEW HYDE PARK ENDOSCOPY,33C0001172,1134665193,NEW HYDE PARK,NY,11042.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,54.0,0.0,
CATARACT AND LASER SURGERY CENTER OF SOUTH GEORGIA,11C0001469,1134670557,VALDOSTA,GA,31602.0,2023,,5.0,,1.0,,5.0,,1.0,,5.0,,5.0,,,,,,5.0,,5.0,,1.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CATARACT AND LASER SURGERY CENTER OF SOUTH GEORGIA,11C0001469,1134670557,VALDOSTA,GA,31602.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,14.0,0.0,
CENTER FOR EYE SURGERY LLC,10C0001627,1134677990,MIAMI,FL,33183.0,2023,0.0,,0.0,,0.0,,0.06,,,5.0,,5.0,,,,,,5.0,,5.0,0.7,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CENTER FOR EYE SURGERY LLC,10C0001627,1134677990,MIAMI,FL,33183.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
PERFORMANCE HEALTH SURGERY CENTER,10C0001653,1134684814,FORT MYERS,FL,33912.0,2023,,5.0,,5.0,,5.0,0.76,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,126.0,No Different Than the National Rate,2.2,1.4,3.3,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
PERFORMANCE HEALTH SURGERY CENTER,10C0001653,1134684814,FORT MYERS,FL,33912.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,70.0,17.8,
CENTRAL MAINE ORTHOPAEDIC ASC LLC,20C0001017,1134685019,AUBURN,ME,4210.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,91.0,,,5.0,83.0,No Different Than the National Rate,2.3,1.5,3.7,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CENTRAL MAINE ORTHOPAEDIC ASC LLC,20C0001017,1134685019,AUBURN,ME,4210.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,61.0,3.3,
SOUTHFIELD SURGERY CENTER LLC,23C0001146,1134685415,SOUTHFIELD,MI,48076.0,2023,,5.0,,5.0,,5.0,0.65,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SOUTHFIELD SURGERY CENTER LLC,23C0001146,1134685415,SOUTHFIELD,MI,48076.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,8.0,,1.0
ARMENIA AMBULATORY SURGICAL CENTER,10C0001663,1134687981,TAMPA,FL,33603.0,2023,,5.0,,5.0,,5.0,0.1,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
ARMENIA AMBULATORY SURGICAL CENTER,10C0001663,1134687981,TAMPA,FL,33603.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,33.0,90.9,
PETERS ENDOSCOPY CENTER,34C0001118,1134777832,HIGH POINT,NC,27265.0,2023,,5.0,0.03,,,5.0,0.08,,58.48,,,5.0,202.0,No Different Than the National Rate,11.7,8.3,16.9,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,28.0,No Different than expected,0.9,0.5,1.7,,,,5.0
PETERS ENDOSCOPY CENTER,34C0001118,1134777832,HIGH POINT,NC,27265.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,27.0,0.0,
HELIX SURGICENTER LLC,15C0001210,1134779622,SHERERVILLE,IN,46375.0,2023,,5.0,,5.0,,5.0,0.08,,,5.0,95.0,,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
HELIX SURGICENTER LLC,15C0001210,1134779622,SHERERVILLE,IN,46375.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,19.0,0.0,
CVP SURGERY CENTERS IVY POINTE,36C0001323,1134785389,CINCINNATI,OH,45245.0,2023,0.0,,0.0,,0.0,,0.06,,,5.0,,5.0,,,,,,5.0,94.29,,0.21,,,,,,,5.0,,,,,,5.0,27.0,No Different than expected,0.9,0.5,1.8,,,,5.0
CVP SURGERY CENTERS IVY POINTE,36C0001323,1134785389,CINCINNATI,OH,45245.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,431.0,4.1,
MURRAY SURGERY CENTER LLC,46C0001081,1134822745,MURRAY,UT,84107.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
MURRAY SURGERY CENTER LLC,46C0001081,1134822745,MURRAY,UT,84107.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
FVC LONG BEACH ASC LLC DBA AZURA SURGERY CENTER LONG BEACH,55C0001129,1134882277,BELLFLOWER,CA,90706.0,2023,,5.0,,5.0,,5.0,0.09,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
FVC LONG BEACH ASC LLC DBA AZURA SURGERY CENTER LONG BEACH,55C0001129,1134882277,BELLFLOWER,CA,90706.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,38.0,100.0,
ABILENE ENDOSCOPY CENTER,45C0001181,1144200163,ABILENE,TX,79601.0,2023,0.0,,0.06,,0.0,,0.09,,86.42,,,5.0,1840.0,No Different Than the National Rate,10.2,7.7,13.3,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ABILENE ENDOSCOPY CENTER,45C0001181,1144200163,ABILENE,TX,79601.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,13.0,0.0,
DERMATOLOGY AND COSMETIC SURGERY CENTER PC,39C0001078,1144213547,PITTSBURGH,PA,15243.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,1602.0,No Different than expected,0.8,0.6,1.2,,,,5.0
DERMATOLOGY AND COSMETIC SURGERY CENTER PC,39C0001078,1144213547,PITTSBURGH,PA,15243.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,5.1,
RIVERPARK AMBULATORY SURGERY CENTER,19C0001091,1144216847,VIDALIA,LA,71373.0,2023,0.0,,0.0,,0.0,,0.02,,54.74,,,5.0,913.0,No Different Than the National Rate,12.1,9.0,16.3,,100.0,,0.1,,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
RIVERPARK AMBULATORY SURGERY CENTER,19C0001091,1144216847,VIDALIA,LA,71373.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,28.0,0.0,
HSC SURGICAL ASSOCIATES OF CINCINNATI LLC,36C0001038,1144219908,CINCINNATI,OH,45219.0,2023,,5.0,0.04,,,5.0,0.1,,97.92,,,5.0,2229.0,No Different Than the National Rate,11.6,9.0,15.0,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
HSC SURGICAL ASSOCIATES OF CINCINNATI LLC,36C0001038,1144219908,CINCINNATI,OH,45219.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,54.0,4.3,
WHITE MARSH FOOT AND ANKLE SURGERY CENTER LLC,21C0001393,1144221375,WHITE MARSH,MD,21236.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
WHITE MARSH FOOT AND ANKLE SURGERY CENTER LLC,21C0001393,1144221375,WHITE MARSH,MD,21236.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SHANKLIN PLASTIC SURGERY CENTER,11C0001231,1144228883,SAVANNAH,GA,31419.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,133.0,No Different than expected,0.8,0.4,1.6,,,,5.0
SHANKLIN PLASTIC SURGERY CENTER,11C0001231,1144228883,SAVANNAH,GA,31419.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ABULATORY PLASTIC SURGERY CENTER ASSOCIATES CHTD,21C0001050,1144255415,ROCKVILLE,MD,20850.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,113.0,No Different than expected,0.8,0.4,1.5,,,,5.0
ABULATORY PLASTIC SURGERY CENTER ASSOCIATES CHTD,21C0001050,1144255415,ROCKVILLE,MD,20850.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
MIDLAND SURGICAL CENTER LLC,14C0001118,1144265539,SYCAMORE,IL,60178.0,2023,0.0,,0.0,,0.11,,0.23,,,5.0,,5.0,,,,,,5.0,98.56,,,5.0,195.0,No Different Than the National Rate,2.3,1.5,3.5,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
MIDLAND SURGICAL CENTER LLC,14C0001118,1144265539,SYCAMORE,IL,60178.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,21.0,0.0,
PARVIEW INVERNESS SURGERY CENTER,15C0001147,1144275629,FORT WAYNE,IN,46804.0,2023,,5.0,,5.0,,5.0,0.14,,99.81,,,5.0,334.0,No Different Than the National Rate,9.0,6.3,12.8,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
PARVIEW INVERNESS SURGERY CENTER,15C0001147,1144275629,FORT WAYNE,IN,46804.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,40.0,0.0,
MT LAUREL ENDOSCOPY CENTER LP,31C0001176,1144275900,MOUNT LAUREL,NJ,8054.0,2023,0.0,,0.0,,0.0,,0.0,,56.48,,,5.0,691.0,No Different Than the National Rate,9.9,7.1,14.1,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
MT LAUREL ENDOSCOPY CENTER LP,31C0001176,1144275900,MOUNT LAUREL,NJ,8054.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,54.0,3.7,
NORTH MIAMI BEACH SURGERY CENTER LIMITED PARTNERSHIP,10C0001357,1144283003,NORTH MIAMI BEACH,FL,33162.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,62.0,No Different Than the National Rate,4.2,2.7,6.6,,,Number of Cases Too Small,,,,1.0,,,5.0
NORTH MIAMI BEACH SURGERY CENTER LIMITED PARTNERSHIP,10C0001357,1144283003,NORTH MIAMI BEACH,FL,33162.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
LAFAYETTE SURGERY CENTER LIMITED PARTNERSHIP,19C0001089,1144283292,LAFAYETTE,LA,70508.0,2023,0.0,,0.0,,0.05,,0.2,,,1.0,,5.0,,Number of Cases Too Small,,,,1.0,100.0,,1.26,,,Number of Cases Too Small,,,,1.0,,Number of Cases Too Small,,,,1.0,38.0,No Different than expected,0.9,0.5,1.8,,,,5.0
LAFAYETTE SURGERY CENTER LIMITED PARTNERSHIP,19C0001089,1144283292,LAFAYETTE,LA,70508.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,203.0,0.0,
SKY RIDGE SURGERY CENTER LP,06C0001084,1144283649,LONE TREE,CO,80124.0,2023,0.0,,0.03,,0.0,,0.12,,100.0,,,5.0,260.0,No Different Than the National Rate,9.4,6.5,13.5,,100.0,,0.0,,,Number of Cases Too Small,,,,1.0,,Number of Cases Too Small,,,,1.0,150.0,No Different than expected,1.1,0.6,2.0,,,,5.0
SKY RIDGE SURGERY CENTER LP,06C0001084,1144283649,LONE TREE,CO,80124.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,302.0,0.0,
NORTH SHORE CATARACT AND LASER CENTER LLC,22C0001037,1144287350,STONEHAM,MA,2180.0,2023,,5.0,,5.0,,5.0,0.06,,,5.0,,5.0,,,,,,5.0,,5.0,0.12,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
NORTH SHORE CATARACT AND LASER CENTER LLC,22C0001037,1144287350,STONEHAM,MA,2180.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,52.0,39.9,
CHANNEL ISLANDS SURGICENTER LP,05C0001229,1144287665,OXNARD,CA,93030.0,2023,,5.0,,5.0,0.02,,0.08,,,5.0,,5.0,546.0,No Different Than the National Rate,10.0,7.1,13.8,,,5.0,0.23,,246.0,No Different Than the National Rate,2.6,1.7,3.8,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CHANNEL ISLANDS SURGICENTER LP,05C0001229,1144287665,OXNARD,CA,93030.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,152.0,1.3,
OCEAN SURGICAL PAVILION PC,31C0001036,1144291261,OAKHURST,NJ,7755.0,2023,0.0,,0.02,,0.0,,0.14,,91.21,,,5.0,2894.0,No Different Than the National Rate,8.5,6.5,11.0,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
OCEAN SURGICAL PAVILION PC,31C0001036,1144291261,OAKHURST,NJ,7755.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,36.0,2.8,
UNIVERSITY INTERVENTIONAL CENTER,10C0001461,1144291923,PENSACOLA,FL,32503.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,69.0,No Different Than the National Rate,2.3,1.5,3.6,,,,,,,5.0,,,,,,5.0,,,5.0
UNIVERSITY INTERVENTIONAL CENTER,10C0001461,1144291923,PENSACOLA,FL,32503.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,29.0,14.0,
SUNCOAST ENDOSCOPY CENTER,10C0001342,1144293309,INVERNESS,FL,34453.0,2023,0.0,,0.02,,0.0,,0.07,,87.69,,,5.0,2364.0,No Different Than the National Rate,8.8,6.7,11.6,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SUNCOAST ENDOSCOPY CENTER,10C0001342,1144293309,INVERNESS,FL,34453.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,24.0,0.0,
BOICE WILLIS CLINIC,34C0001147,1144317470,ROCKY MOUNT,NC,27804.0,2023,,5.0,,5.0,,5.0,,5.0,99.31,,,5.0,1669.0,No Different Than the National Rate,10.0,7.4,13.4,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
BOICE WILLIS CLINIC,34C0001147,1144317470,ROCKY MOUNT,NC,27804.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,15.0,0.0,
OLD MOULTRIE SURGICAL CENTER INC,10C0001317,1144326307,ST AUGUSTINE,FL,32086.0,2023,,5.0,,5.0,,5.0,0.4,,21.74,,,5.0,31.0,No Different Than the National Rate,9.8,6.6,14.1,,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,70.0,No Different than expected,1.0,0.5,1.7,,,,5.0
OLD MOULTRIE SURGICAL CENTER INC,10C0001317,1144326307,ST AUGUSTINE,FL,32086.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
RESURGENS SURGERY CENTER LLC,11C0001049,1144331760,ATLANTA,GA,30342.0,2023,,5.0,0.02,,,5.0,0.05,,,5.0,,5.0,,,,,,5.0,99.77,,,5.0,695.0,No Different Than the National Rate,1.8,1.3,2.5,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
RESURGENS SURGERY CENTER LLC,11C0001049,1144331760,ATLANTA,GA,30342.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,156.0,9.0,
NORTH SCOTTSDALE AMBULATORY SURGERY CENTER LLC,03C0001275,1144333881,SCOTTSDALE,AZ,85258.0,2023,0.0,,0.04,,0.0,,0.08,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
NORTH SCOTTSDALE AMBULATORY SURGERY CENTER LLC,03C0001275,1144333881,SCOTTSDALE,AZ,85258.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,11.0,0.0,
HEIGHTS SURGERY CENTER,45C0001215,1144334962,HOUSTON,TX,77008.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
HEIGHTS SURGERY CENTER,45C0001215,1144334962,HOUSTON,TX,77008.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
THIRD STREET SURGERY CENTER LP,05C0001330,1144370594,LOS ANGELES,CA,90013.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,190.0,No Different Than the National Rate,10.0,6.8,14.4,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
THIRD STREET SURGERY CENTER LP,05C0001330,1144370594,LOS ANGELES,CA,90013.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
BELLINGHAM EAR NOSE THROAT AND FACIAL SURGERY INC,50C0001148,1144370784,BELLINGHAM,WA,98225.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,66.0,No Different than expected,0.9,0.5,1.7,,,,5.0
BELLINGHAM EAR NOSE THROAT AND FACIAL SURGERY INC,50C0001148,1144370784,BELLINGHAM,WA,98225.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
THE CENTRE LLC,15C0001176,1144380163,MISHAWAKA,IN,46545.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
THE CENTRE LLC,15C0001176,1144380163,MISHAWAKA,IN,46545.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SURGERY CENTER OF ALLENTOWN,39C0001238,1144380593,ALLENTOWN,PA,18104.0,2023,0.01,,0.0,,0.0,,0.11,,100.0,,,5.0,571.0,No Different Than the National Rate,9.6,6.7,13.5,,100.0,,0.0,,1067.0,No Different Than the National Rate,2.3,1.7,3.3,,,,,,,5.0,81.0,No Different than expected,0.9,0.5,1.7,,,,5.0
SURGERY CENTER OF ALLENTOWN,39C0001238,1144380593,ALLENTOWN,PA,18104.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,163.0,30.5,
PASADENA SURGERY CENTER LLC,10C0001492,1144382284,ST PETERSBURG,FL,33707.0,2023,0.0,,0.0,,0.0,,0.17,,,5.0,,5.0,,,,,,5.0,100.0,,0.57,,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
PASADENA SURGERY CENTER LLC,10C0001492,1144382284,ST PETERSBURG,FL,33707.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,46.0,0.0,
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER NORTH,45C0001451,1144406927,SAN ANTONIO,TX,78258.0,2023,0.0,,0.0,,0.0,,0.03,,95.91,,,5.0,1346.0,No Different Than the National Rate,10.9,8.1,15.1,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER NORTH,45C0001451,1144406927,SAN ANTONIO,TX,78258.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,24.0,12.4,
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001239,1144416587,SPRINGBORO,OH,45066.0,2023,0.0,,0.03,,0.0,,0.06,,91.89,,,5.0,1394.0,No Different Than the National Rate,13.1,9.8,17.3,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001239,1144416587,SPRINGBORO,OH,45066.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,30.0,3.3,
